total_spins,total_wins,volitily,total_payout,avg_payout,total_bonus_spins,bonus_spin_prec,freq_Orange,freq_Apple,freq_Grape,freq_Strawberry,freq_Mango,freq_Banana,freq_Cherry,freq_Lemon,freq_Seven,freq_Bonus,freq_Multiplier,freq_Wild,multi_Orange,multi_Apple,multi_Grape,multi_Strawberry,multi_Mango,multi_Banana,multi_Cherry,multi_Lemon,multi_Seven,multi_Bonus
1500,2026,72.26666666666667,3126.539999999987,1.5432082922013755,94,6.266666666666667,0.1298966082369823,0.04635241116468673,0.07328906461505566,0.12631541010941394,0.05619830279279222,0.12090524953634116,0.13323754740804813,0.09455948282180748,0.005983572751033816,0.02980255876157961,0.038501255153479255,0.14495853664877975,1.6,1.78,0.69,0.81,1.26,0.49,1.99,0.31,9,
1500,1706,66.86666666666666,1521.7100000000023,0.8919753810082077,484,32.266666666666666,0.07721851381360426,0.12310574556780257,0.13244935498128638,0.054050331652447235,0.11421688836743749,0.01595422131907542,0.07667032763185251,0.12056552263595365,0.0018104667072866962,0.12600615865129602,0.12164321337197385,0.0363092552999839,1.9,0.41,1.13,0.83,1.17,0.86,0.52,0.27,10,
1500,1623,66.2,1301.9899999999964,0.802211953173134,374,24.933333333333334,0.10101592507482332,0.07624305247484607,0.08300098016000007,0.1324014705376098,0.10939801185131606,0.10116683894752433,0.02067390243757145,0.12522536777817095,0.0027397109194377753,0.11439870234303393,0.12183600591635681,0.011900031559309347,0.94,0.36,1.28,1.01,0.49,0.22,0.76,1.11,5,
1500,3210,87.6,4218.590000000016,1.314202492211843,231,15.4,0.027820903681132755,0.17108062327661733,0.007388783079212673,0.16797267526405704,0.1594656272052861,0.006203071288498867,0.06762744926820782,0.16006716717461353,0.007991888527607937,0.04039294916232712,0.04474172609885958,0.13924713597357935,1.86,0.33,0.61,1.15,1.98,1.74,0.67,1.04,6,
1500,2800,83.6,9143.499999999975,3.265535714285705,323,21.53333333333333,0.03488442347370305,0.15544401869112648,0.06995621249232509,0.17536390388689457,0.0005867678796654691,0.11673755268314605,0.018146267290450244,0.16100799838457175,0.00929030214654511,0.06474598798417866,0.15527580229988436,0.03856076278750914,1.23,1.51,1.5,1.94,1.57,1.7,1.86,1.67,13,
1500,1977,69.33333333333334,1479.599999999979,0.7484066767829939,196,13.066666666666665,0.0022594508133228115,0.10378499908944105,0.1074166011920793,0.09707978850730774,0.04542808221022284,0.07627464028592387,0.16703771991115937,0.05611331877693481,0.006491154868858103,0.057486510674018505,0.13495864568339264,0.14566908798733907,0.4,0.51,1.01,0.68,1.36,0.78,0.68,1.79,9,
1500,1926,71.46666666666667,1472.6600000000144,0.7646209761163107,1008,67.2,0.06467014949509436,0.09474818115718506,0.19821477322936146,0.05884679627529125,0.044863570195945085,0.022537232241967554,0.0502785955028399,0.10458891528316683,0.006222724514847002,0.1795909008791576,0.12966715098676596,0.045771010238377846,0.23,1.24,0.4,1.84,1.01,0.63,0.44,0.98,14,
1500,1794,68.86666666666666,3454.020000000072,1.9253177257525484,274,18.266666666666666,0.07030769984987124,0.1357182922903876,0.023466379902051672,0.08833335846465426,0.06454515978403229,0.07271216621041027,0.13712969438568698,0.13714031600436824,0.004520752446874416,0.07617645549004827,0.08188267044362653,0.10806705472798822,1.33,1.74,0.53,0.96,1.73,1.2,1.59,1.1,11,
1500,2949,84.39999999999999,3838.589999999989,1.3016581892166799,240,16.0,0.15945971605753637,0.13628195509947627,0.18087913228522257,0.06516150542675853,0.05450797387755895,0.02227349125223924,0.04589392012166331,0.1750606200296295,0.0010297508052299004,0.03695819070285651,0.03693528878778777,0.08555845555404118,0.86,1.21,0.87,1.8,1.59,1.27,0.92,1.61,12,
1500,2024,73.4,2958.899999999944,1.4619071146244784,481,32.06666666666666,0.054218517695340716,0.09510550006283669,0.10216784784723244,0.06029862131753779,0.0006682417888367931,0.12273902262056262,0.11324728429291225,0.15454809492367358,0.000876172510881239,0.11450401718449046,0.17205286912481593,0.00957381063087942,1.26,1.17,1.21,1.81,0.87,1.32,1.32,0.9,8,
1500,1427,61.6,1929.6999999999973,1.3522775052557794,384,25.6,0.1267751390727253,0.06399038077036488,0.011513758594610093,0.09428900210700394,0.10617611610730865,0.038604271479339196,0.07062738626679756,0.11552794241055497,0.005669611124849086,0.12282265066151206,0.13108392274392824,0.11291981866100599,1.29,1.53,0.22,0.47,1.76,0.58,0.8,0.7,7,
1500,2824,83.0,2597.27999999997,0.9197167138810093,297,19.8,0.15152064090425796,0.18294365446409455,0.05926553391942029,0.08021964554898164,0.1748045263248686,0.04019194523927036,0.08350903591218783,0.027684486571780638,0.006641726163429805,0.05381230247180157,0.13377802468509,0.005628477794816664,1.76,0.48,1.85,0.56,0.38,1.34,0.46,1.46,9,
1500,2657,80.06666666666666,4122.569999999902,1.5515882574331585,332,22.133333333333333,0.17932908705339481,0.027067279827475005,0.04989280573083656,0.04493279158200589,0.15578081898361176,0.1523402903365263,0.12061110633063621,0.011758055597903624,0.0011274243291388719,0.06368216177958588,0.06767815559715376,0.12580002285173134,1.7,1.36,1.7,1.57,0.37,1.04,1.83,1.49,5,
